"범죄별","재범기간및종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"유해화학물질관리법","3년 이내","소년범죄자 재범기간 및 종류","명","3","-","2","12","9","10","20","13","","","","","","",
"유해화학물질관리법","3년 초과","소년범죄자 재범기간 및 종류","명","2","1","3","12","5","5","27","5","","","","","","",
"윤락행위등방지법","합계","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","동종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","이종재범","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"윤락행위등방지법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","합계","소년범죄자 재범기간 및 종류","명","15","2","-","-","-","1","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","동종재범","소년범죄자 재범기간 및 종류","명","1","-","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","1","-","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","이종재범","소년범죄자 재범기간 및 종류","명","14","2","-","-","-","1","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","1","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","1년 이내","소년범죄자 재범기간 및 종류","명","2","1","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","2년 이내","소년범죄자 재범기간 및 종류","명","6","1","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","3년 이내","소년범죄자 재범기간 및 종류","명","3","-","-","-","-","-","-","-","","","","","","",
"음반·비디오물및게임물에관한법률","3년 초과","소년범죄자 재범기간 및 종류","명","3","-","-","-","-","-","-","-","","","","","","",
"의료법","합계","소년범죄자 재범기간 및 종류","명","1","2","2","4","5","-","2","2","2","1","2","7","5","3",
"의료법","동종재범","소년범죄자 재범기간 및 종류","명","1","-","-","-","-","-","-","-","1","-","-","","1","-",
"의료법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"의료법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"의료법","6개월 이내","소년범죄자 재범기간 및 종류","명","1","-","-","-","-","-","-","-","-","-","-","","-","-",
"의료법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"의료법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","1","-",
"의료법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","-","-","-","","-","-",
"의료법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","-","1","-","-","","-","-",
"의료법","이종재범","소년범죄자 재범기간 및 종류","명","-","2","2","4","5","-","2","2","1","1","2","7","4","3",
"의료법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","1","-","-","-","-","-","-","-","-","-","","-","-",
"의료법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","-","-","-","1","-","-","-","","-","-",
"의료법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","-","1","-","-","-","-","-","-","-","1","","-","-",
"의료법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","3","2","-","-","-","1","-","1","3","3","1",
"의료법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","1","1","1","-","1","1","-","-","-","2","-","1",
"의료법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","2","-","-","-","-","1","-","2","1","-",
"의료법","3년 초과","소년범죄자 재범기간 및 종류","명","-","1","-","-","-","-","1","-","-","-","-","","-","1",
"자동차관리법","합계","소년범죄자 재범기간 및 종류","명","42","105","176","180","99","112","148","174","89","110","117","136","134","197",
"자동차관리법","동종재범","소년범죄자 재범기간 및 종류","명","4","13","23","24","9","18","21","43","26","30","35","30","43","79",
"자동차관리법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","1","6","-","1","1","1","2","1","2","3","2","8","8",
"자동차관리법","3개월 이내","소년범죄자 재범기간 및 종류","명","2","-","1","4","-","3","1","4","3","5","4","9","2","7",
"자동차관리법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","4","1","-","2","2","1","9","-","6","3","7","9","13",
"자동차관리법","1년 이내","소년범죄자 재범기간 및 종류","명","2","8","9","10","2","9","14","13","11","6","15","4","17","27",
"자동차관리법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","5","8","3","3","3","8","5","10","5","4","4","14",
"자동차관리법","3년 이내","소년범죄자 재범기간 및 종류","명","-","-","1","-","1","-","1","5","5","1","3","3","1","8",
"자동차관리법","3년 초과","소년범죄자 재범기간 및 종류","명","-","-","-","2","-","-","-","2","1","-","2","1","2","2",
"자동차관리법","이종재범","소년범죄자 재범기간 및 종류","명","38","92","153","156","90","94","127","131","63","80","82","106","91","118",
"자동차관리법","1개월 이내","소년범죄자 재범기간 및 종류","명","1","5","9","8","2","4","9","6","1","3","7","6","1","7",
"자동차관리법","3개월 이내","소년범죄자 재범기간 및 종류","명","1","4","3","9","11","10","10","19","1","7","8","9","12","12",
"자동차관리법","6개월 이내","소년범죄자 재범기간 및 종류","명","4","10","14","8","12","13","8","19","9","7","10","12","10","13",
"자동차관리법","1년 이내","소년범죄자 재범기간 및 종류","명","14","35","54","59","36","31","46","43","26","26","28","34","34","42",
"자동차관리법","2년 이내","소년범죄자 재범기간 및 종류","명","4","17","30","32","14","20","21","23","14","22","10","25","19","28",
"자동차관리법","3년 이내","소년범죄자 재범기간 및 종류","명","7","13","20","21","10","9","15","15","8","10","14","15","8","10",
"자동차관리법","3년 초과","소년범죄자 재범기간 및 종류","명","7","8","23","19","5","7","18","6","4","5","5","5","7","6",
"자동차손해배상보장법","합계","소년범죄자 재범기간 및 종류","명","2","11","7","14","80","97","113","178","199","214","289","292","181","155",
"자동차손해배상보장법","동종재범","소년범죄자 재범기간 및 종류","명","-","2","-","1","9","8","16","55","71","69","81","82","73","65",
"자동차손해배상보장법","1개월 이내","소년범죄자 재범기간 및 종류","명","-","1","-","-","-","2","2","6","9","6","10","11","6","6",
"자동차손해배상보장법","3개월 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","3","2","10","9","12","13","14","10","7",
"자동차손해배상보장법","6개월 이내","소년범죄자 재범기간 및 종류","명","-","1","-","-","3","1","1","8","6","12","9","14","15","14",
"자동차손해배상보장법","1년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","1","2","3","17","26","23","30","23","23","25",
"자동차손해배상보장법","2년 이내","소년범죄자 재범기간 및 종류","명","-","-","-","-","4","-","5","10","9","7","10","12","11","8",
